前大,['前大']
陶醉,"['intoxication', 'inebriety', 'be enchanted', 'revel in']"
思辨,"['analyse mentally', 'make intellectual enquiries']"
劣美,['劣美']
辞藻,"['rhetoric', 'flowery language', 'ornate diction']"
手不释卷,"['be never seen without a book in hand', ""always with a book in one's hand"", 'be a diligent reader', 'be very studious']"
风中,['风中']
竖琴,['harp']
一呼,['一呼']
一吸,['whiff']
作出反应,"['respond', 'react']"
喜怒哀乐,"['pleasure, anger, sorrow, joy -- the passions', 'happy or angry, sad or joyous', 'joy, anger, sorrow and happiness']"
区组,"['granule', 'Block']"
地址码,['address code']
军事学院,"['Military Academy', 'military institute']"
陆军军官,['redtab']
主色调,"['master', 'dominant hue', 'dominant tone']"
色块,['color lump']
双城镇,['双城镇']
主题目录,['主题目录']
异曲同工,"['different in approach but equally satisfactory in result', 'different approaches but equally satisfactory results']"
通卡,['Tonka']
月费,['monthly fee']
结单,['statement of account']
说书,['storytelling']
建筑创作,['architectural creation']
再以,['再以']
约见,['make an appointment to meet']
朱莉叶,['朱莉叶']
求求,['求求']
州立,['州立']
俯瞰,['overlook']
日内瓦湖,['Lake Geneva']
张兆,['张兆']
甚众,['甚众']
毫无例外,"['unexceptionally', 'admit of no exception', 'each and all', 'without (any) exception']"
沈从文,['Shen Congwen（人名）']
一见倾心,"['click', 'love at first sight', ""lose one's heart to her at first sight"", 'strike up an acquaintance at once']"
高杆,['高杆']
油乎乎,['油乎乎']
整罐,['整罐']
炒面,"['chow mein', 'fried noodles', 'with shredded meat and vegetables']"
负伤,"['be wounded', 'be injured']"
预选赛,"['preliminary', 'qualifying match']"
梅格森,['梅格森']
薄壳,['shell']
双矩,['双矩']
犯错,"['mistake', 'errancy', 'lapse', 'err', 'blunder']"
历练,['experience and toughening']
因加,['Inga']
市规委,['市规委']
凸窗,"['oriel', 'bay-window']"
室外机,"['outdoor unit', 'outside machine']"
置放,"['put', 'lay']"
国债资金,['国债资金']
有的放矢,"['shoot the arrow at the target -- have a definite object in view', 'do sth. with a purpose']"
或周,['或周']
与时俱进,"['advance with the times', 'keep pace with the times', 'keep abreast of the times', 'change with the times']"
溶血性,['hemolytic']
尿毒症,"['uremia', 'uraemia', 'toxuria', 'urinaemia']"
阵亡,"['be killed in action', 'fall in battle']"
踝骨,['anklebone']
库鲁内,['库鲁内']
格勒,['Greux']
拘留,['detention']
当街,['facing the street']
接吻,['kiss']
发起人,['initiator']
厦门,['Xiamen (in Fujian Province)']
天桥,"['overpass', 'overbridge', 'platform bridge', 'pedestrian bridge']"
网络科技,['network technology']
公共政策,['public policy']
公序良,['公序良']
俗,"['custom', 'convention', 'vulgar', 'common', 'secular']"
三重,['trebling']
四面体,['tetrahedron']
顶点,"['peak', 'vertex', 'culmination', 'acme', 'summit']"
画眉,"['thrush', ""pencil one's eyebrows""]"
田庄,['country estate']
恶狗,['cur']
哈米,"['Hami', 'Hamey']"
场中,['场中']
申饬,['申饬']
很粗,['很粗']
死于,"['die of', 'die from', 'succumb to']"
纠偏,"['correct an error', 'rectify a deviation']"
奥韦尔为,['奥韦尔为']
笔名,"['pseudonym', 'pen name']"
瑞郎,"['CHF', 'Swiss franc']"
日高达,['日高达']
法郎,['franc']
持稳于,['持稳于']
前日,['the day before yesterday']
走坚,['走坚']
点之雪,['点之雪']
苏妲,['苏妲']
米斯,['Meese']
社工,"['social work', 'social worker']"
发现错误,"['find out a mistake', 'detect an error', 'discover a mistake']"
玻利维亚,"['Bolivia', 'Bolivia(全称；多民族玻利维亚国Plurinational State of Bolivia)']"
任人为贤,['任人为贤']
群星,"['stars', 'group star']"
萤火,['firefly']
巨龙,['megalosaurus']
钩爪,"['finger', 'falcula']"
肖尼,['shawnee']
女老师,['female teacher']
正当关系,['正当关系']
管道泵,['inline pump']
普通型,"['ordinary type', 'coventional type']"
长椅,['bench']
文理,['unity and coherence in writing']
狼吞,['狼吞']
嚥,"['pharynx', 'the point of saying sth.']"
印度洋,['the Indian Ocean']
罗来纳,['罗来纳']
树华,['树华']
卫生设备,"['sanitary installation', 'sanitary equipment', 'sanitary fittings', 'sanitary fixture']"
谢觉哉,['谢觉哉']
五老,['五老']
老一辈,['older generation']
陕甘宁边区,"['Shaanxi-Gansu-Ningxia border region', 'border areas of Shaanxi-Gansu-Ningxia']"
政权建设,"['construction of regime', 'building of political power', 'political power construction', 'building of political authority']"
法制建设,['legal construction']
奠基人,['founder']
利士,['利士']
人之地,['人之地']
无人居住,['无人居住']
优秀者,"['outstanding person', 'excellent person']"
社会变迁,['social change']
聚向,['聚向']
旨归,['旨归']
黑线,"['black line', 'nigra line', 'black light']"
日坛,['altar of the sun']
顺利进行,"['go with a swing', 'go on wheels', 'went to town']"
高坡,['高坡']
可好,"['just right', 'as luck would have it', 'just in time']"
尼科尔森,"['Nicolson', 'Nicholson']"
义海,['义海']
雄风,['strong wind']
米亚,['Miya']
好久,"['for ages', ""a dog's age"", 'many a long day']"
中肯,"['pertinent', 'relevant', 'critical', 'to the point']"
传统友谊,['traditional friendship']
思想性,['ideological level']
四十八岁,['四十八岁']
选战,['选战']
土工膜,['geomembrane']
膜料,['膜料']
渗渠,['infiltration galleries']
取水量,['取水量']
特穆尔,['特穆尔']
球茎,"['corm', 'carmus', 'bulbodium', 'solid bulb']"
番红花,"['crocus sativus', 'saffron crocus']"
内讧,"['internal strife', 'internal conflict', 'internal dissension']"
斥责,"['reprimand', 'rebuke', 'denounce']"
不顾后果,['be careless of the consequences']
设成,['设成']
哨站,['哨站']
生效,"['take effect', 'go into effect', 'come into force']"
奇巴,['奇巴']
捷运,['Metro']
美称,"['good name', 'laudatory title']"
捷运系统,['捷运系统']
一氧化二氮,"['nitrous oxide', 'nitrogen monoxide', 'laughing gas']"
汽化器,"['vaporizer', 'carburettor']"
集中精力,['concentrate']
犬经,['犬经']
声学,"['acoustics', 'aeroacoustics', 'phonics']"
造影剂,"['contrast agent', 'contrast medium']"
腐霉,['pythium']
原生质,"['protoplasm', 'bioplasm', 'plasmogen']"
细胞工程,['cell engineering']
反驳,"['contradict', 'refute', 'retort', 'disprove']"
月薪,"['monthly pay', 'monthly salary']"
雄性,['male']
滞育,['diapause']
积攒,['save bit by bit']
树苗,['sapling']
拖累,['encumber']
该钢,['该钢']
防艾,['防艾']
齐心协力,"['shoulder to shoulder', 'make concerted effort', 'pull together', ""pool one's efforts together""]"
齐抓共管,['齐抓共管']
囚徒,"['prisoner', 'convict']"
鄙视,"['contempt', 'disdain', 'look down upon', 'shrug off']"
水潭,"['pool', 'pond', 'water hole']"
浅陋,"['shallow', 'meagre', 'mean']"
每篇,['每篇']
生词,['new word']
西阳,['西阳']
万人患,['万人患']
几十亿,['几十亿']
专家组,"['panel', 'body of experts', 'expert group']"
相悖,"['contradict', 'inconsistent', 'on the countrary', 'disobey']"
电子器件,['electron device']
弗洛姆,['Fromm（人名）']
研究生部,['graduate faculty']
尖刻,"['biting', 'acrimonious', 'caustic']"
弘益,['弘益']
别名,"['alias', 'another name']"
设计奖,['设计奖']
释然,"['feel relieved', 'feel at ease']"
内华达,['Nevada']
红狐,['red fox']
金球奖,"['Golden Ball Award(football)', 'Golden Globe Award(film)']"
世界足球,['世界足球']
中继器,"['Repeaters', 'repeater']"
空陆,['空陆']
联运,"['through traffic', 'multimodal transport', 'combined transport', 'through transport']"
门到,['门到']
文明用语,"['civilized language', 'polite language']"
谷友,['谷友']
对骂,"['call each other names', 'abuse each other']"
音声,['音声']
司法腐败,['judicial corruption']
审判权,['judicial authority']
手机配件,['mobile phone spare parts']
安新家,['安新家']
保护主义者,['protectionist']
睦邻政策,['good-neighbour policy']
兴趣爱好,['hobbies and interests']
马丘比丘,['historic sanctuary of machu picchu']
石艺,['石艺']
还原作用,['reducing action']
少数几次,['少数几次']
修修补补,"['tinker', 'patch up', 'make some cosmetic changes']"
少年郎,['少年郎']
天仙,['goddess']
大姑娘,"['aunt', 'unmarried young woman']"
美娇娘,['美娇娘']
翘首,"[""raise one's head and look""]"
平均速度,"['average velocity', 'average speed']"
增长幅度,['amplification']
私钥,['private key']
小动作,"['gamesmanship', 'petty action', 'little trickmaneuver', 'manoeuvre]']"
贝克汉姆,['Beckham']
超温,"['overtemperature', 'overheat']"
封装数据,['封装数据']
我花,['我花']
学生家长,['parents of students']
谈心,['have a heart-to-heart talk']
家后,['家后']
纸老虎,['paper tiger']
瞌睡,"['sleepy', 'drowsy']"
斗胆,"['venture', '(大胆) make bold', 'gall as big as a peck measure', 'be of great courage']"
远航,['oceangoing voyage']
华侨,['overseas Chinese']
登舰,['登舰']
右图,['right picture']
仪队,['guard of honor']
残奥,['paralympic']
冒昧,"['liberty', 'venture', 'make bold', 'take leave to']"
名言,['celebrated dictum']
阐发,"['elucidate', 'explicate']"
远方来,['远方来']
乐在其中,"['happiness within', 'find pleasure in it']"
低通滤波器,"['lowpass', 'low pass filter']"
铲斗,"['bucket', 'basket', 'scraper pan', 'scraper bowl']"
拉斗,['拉斗']
用后,['用后']
女警察,['policewoman']
很矮,['very short']
送花,['send flowers']
不悦,"['unhappy', 'displeased']"
着蒂纳,['着蒂纳']
半条,['半条']
耽搁,"['delay', 'procrastinate']"
太久,['too long']
回味,"['aftertaste', 'aftertast']"
神清气爽,['refreshed']
奋起,"['rise', 'rouse', 'stir oneself']"
广东省委,['Guangdong Provincial Party Committee']
汪洋,"['boundless', 'vast', 'Wang Yang （人名）']"
非根,['非根']
十余年,"['more than ten years', 'more than a decade']"
宛西,['宛西']
称颂,"['praise', 'extol', 'eulogize', 'pay tribute to']"
世外桃源,"['Shangri-la', 'land of idyllic beauty', 'a fictitious land of peace']"
第八位,['第八位']
维基百科,['Wikipedia']
三粒,['三粒']
单排,['single row']
排料,"['layout', 'blowdown']"
属富,['属富']
氮且,['氮且']
感含,['感含']
互补式,['互补式']
金氧半,['金氧半']
数位,"['digit', 'place', 'numerical digit', 'digit position']"
我舍,['我舍']
他物,['他物']
唐冠,['唐冠']
中斗,['中斗']
那么些,"['so many', 'so much']"
玉边,['玉边']
镶青,['镶青']
镶亮,['镶亮']
边玉边,['边玉边']
篮网,"['net', 'cord net']"
探花,['number three in national civil examinations in feudal China']
秀费,['秀费']
选秀权,['选秀权']
墨菲,"['Murphy', 'Mofei']"
弗里斯,['fries']
指代,['to substitute one expression with another.']
刮伤,"['scratch', 'scuffing', 'scoring']"
抗磨损,"['antifraying', 'resistance to wear']"
祸根,"['bane', 'curse', 'apple of discord']"
连云港,['Lianyungang (in Jiangsu Province)']
碱厂,['碱厂']
千万个,['千万个']
光促,['光促']
内里,"['lining', 'inwardly']"
中速,['intermediate speed']
旧日,"['former days', 'old days']"
读些,['读些']
组织胺,['histamine']
胃蛋白酶,"['pepsin', 'pepsase', 'pepsinum']"
灵鹫,['灵鹫']
寺,['temple（佛教）']
白马寺,['White Horse Temple']
东汉,['the Eastern Han Dynasty (25-220)']
偏蓝,['bluish']
紫红色,"['amaranth', 'fuchsia', 'aubergine']"
用本,['用本']
多元醇,['polyhydric alcohols']
结晶体,['crystalline']
高湿,['high humidity']
家政,"['housekeeping', 'homemaking', 'housewifery', 'husbandry', 'domestic economy']"
送餐,"['food delivered', 'meals on wheels', 'meals delivered']"
有偿,['compensation']
消杀,"['disinfect and kill', 'disinfection']"
信仰危机,"['belief crisis', 'crisis of belief']"
雷纳德,['Lenard']
精力旺盛,"['verdure', 'vigorousness', 'full of prunes', 'full of go', 'full of beans']"
塑身,['body shaper']
上花些,['上花些']
社会教育,['social education']
应从,['应从']
仁者见仁,"['the benevolent see benevolence', 'different people have different views']"
智者见智,['智者见智']
电算化,"['computerization', 'electronic data processing']"
有待于,"['await', 'SUB(subject to)']"
亚航,['AirAsia']
门户网站,"['portal website', 'web portal']"
量身,['tailor']
订造,['订造']
从何,['from where']
四方,"['square', 'cubic', 'the four directions', 'all sides']"
他求,['他求']
比萨饼,['pizza']
相亲会,"['blind date event', 'matchmaking event']"
开场白,"['prologue', 'prolusion', 'lead-in', 'opening remarks']"
心仪,['admire in the heart']
侵占罪,"['crime of encroachment', 'crime of embezzlement']"
混凝十,['混凝十']
堆石坝,"['rock-fill dam', 'rockfill dam']"
新坝,['新坝']
坝,"['dyke', 'sandbank', 'flatland', 'dam', 'plain']"
监测技术,"['monitoring technology', 'monitoring technique']"
建筑用,"['be used for architecture', 'used for building']"
岩棉板,['rock wool board']
吸音,"['sound absorption', 'noise reducing surface', 'acoustic absorption']"
灭弧,"['arc extinction', 'arc extinguishing', 'arc suppressing', 'arc blow-out']"
开关柜,"['switch cubicle', 'switch cabinet']"
张江舟,['张江舟']
画院,['imperial art academy']
美术师,['artist']
中国美术家协会,['Chinese Artists Association']
澳大利亚人,['australians']
同等条件,['equal conditions']
中灰,"['medium grey', 'neutral grey']"
工程机械,"['engineering machinery', 'construction machinery']"
金属腐蚀,['corrosion of metals']
京沪,['Beijing and Shanghai']
图文,['image-text']
艾哈迈德,"['Achmad', 'Ahmed', 'Ahmet', 'Ahamed', 'Achmed', 'Ahmat', 'Ahmad']"
沙非克,['沙非克']
杨宇霆,['Yang Yuting（人名）']
国防科技,['defence-related science and technology']
白色污染,"['white pollution', 'plastic pollution']"
期旗叶,['期旗叶']
物向,['物向']
预约,"['order', 'subscribe', 'make an appointment']"
违约责任,['responsibility for breach of contract']
留著,['留著']
花白,"['grey', 'grizzled']"
胡须,"['whiskers', 'moustache', 'beard']"
饱经风霜,"['weather-beaten', 'having experienced the hard ship of life']"
幼年,"['childhood', 'infancy']"
喝鲜,['喝鲜']
高锰钢,"['high manganese steel', 'hadifield steel']"
白猫,['white cat']
喊话,['propaganda directed to the enemy at the front line']
痘疱,"['pock', 'pock pustule']"
发疹,"['dermexanthesis', 'exanthesis']"
多多少少,"['more or less', 'in some degree', 'to a certain degree']"
牵涉,"['involve', 'concern', 'implicate']"
理清,['ravel out']
头绪,"['clue', 'lead', 'main threads (of a complicated affair)']"
而智久俊,['而智久俊']
出口权,"['export right', 'export entitlement']"
保温瓶,"['Thermos bottle', 'vacuum flask', 'vacuum bottle', 'Thermos flask']"
手下留情,"['show mercy', 'be lenient', ""pull one's punches""]"
花似锦,['花似锦']
足下,['you']
留情,['show mercy']
如茵,['如茵']
咸本,['咸本']
融资难,['financing difficulty']
老茧,"['callus', 'callosity']"
图像匹配,['image matching']
马尔内,['Marnet']
六分钟,['六分钟']
蛰伏,"['hibernation', 'domancy']"
节节,"['steadily', 'successively']"
计量器,"['counter', 'quantifier', 'meter regulator', 'portioning device']"
送料机,['feeder']
泸沽湖,['Lugu Lake']
回扫,['flyback']
兼得,['have both']
旗舰版,['flagship version']
得利,['gain profit']
四分钟,['四分钟']
竹竿,"['bamboo', 'culm', 'bamboo pole']"
确有其人,['There is indeed such a person.']
财政负担,"['financial burden', 'fiscal burden']"
